#Produced by 14WS/CXOT 
#UNCLASSIFIED 
#For Planning Purposes Only 
#SAR:  12847 
#Station:  KLSF 
#Data Sources:  Surface Observation Database 
#POR:  20120101-20220930 
 
Year,Month,Day,Hour (UTC),Temperature (F),Dewpoint Temperature (F),RH (%),Heat Index (F),Derived Wet Bulb Globe Temperature (F) 
2013,2,5,16,62.6,48.2,58.8,62.6,63.2
2013,2,5,17,64.4,48.2,55.1,64.4,62.4
2013,2,5,18,68.0,48.2,48.5,68.0,67.6
2013,2,5,19,71.6,46.4,39.9,75.2,68.2
2013,2,5,20,71.6,48.2,42.8,75.5,67.6
2013,2,5,21,69.8,50.0,48.7,69.8,64.2
2013,2,5,22,68.0,51.8,55.5,68.0,62.9
2013,2,5,23,66.2,51.8,59.2,66.2,60.4
2013,2,6,0,62.6,51.8,67.3,62.6,58.4
2013,2,6,1,55.4,51.8,87.5,55.4,54.1
2013,2,6,2,53.6,50.0,87.4,53.6,52.4
2013,2,6,3,50.0,50.0,100.0,50.0,50.2
2013,2,6,4,46.4,46.4,100.0,46.4,46.6
2013,2,6,5,50.0,50.0,100.0,50.0,50.2
2013,2,6,6,51.8,51.8,100.0,51.8,52.0
2013,2,6,7,51.8,51.8,100.0,51.8,52.0
2013,2,6,8,51.8,51.8,100.0,51.8,52.0
2013,2,6,9,51.8,51.8,100.0,51.8,52.0
2013,2,6,10,51.8,51.8,100.0,51.8,52.0
2013,2,6,11,51.8,51.8,100.0,51.8,52.0
2013,2,6,12,53.6,53.6,100.0,53.6,53.8
2013,2,6,13,55.4,53.6,100.0,55.4,55.2
2013,2,6,14,55.4,53.6,100.0,55.4,56.3
2013,2,6,15,59.0,57.2,100.0,59.0,63.3
2013,2,6,16,60.8,55.4,82.1,60.8,64.8
2013,2,6,17,66.2,50.0,55.3,66.2,66.1
2013,2,6,18,68.0,51.8,55.6,68.0,70.1
2013,2,6,19,71.6,50.0,45.8,75.7,71.0
2013,2,6,20,73.4,46.4,37.5,75.6,69.9
2013,2,6,21,73.4,44.6,35.0,75.3,67.6
2013,2,6,22,73.4,44.6,35.0,75.3,65.3
2013,2,6,23,69.8,46.4,42.5,69.8,61.2
2013,2,7,0,59.0,46.4,62.5,59.0,54.4
2013,2,7,1,55.4,46.4,71.3,55.4,52.2
2013,2,7,2,50.0,44.6,81.4,50.0,48.2
2013,2,7,3,48.2,44.6,87.1,48.2,47.1
2013,2,7,4,46.4,44.6,93.3,46.4,46.0
2013,2,7,5,44.6,42.8,93.3,44.6,44.2
2013,2,7,6,48.2,46.4,100.0,48.2,47.7
2013,2,7,7,50.0,44.6,81.4,50.0,48.2
2013,2,7,8,50.0,46.4,87.2,50.0,48.8
2013,2,7,9,50.0,46.4,87.2,50.0,48.8
2013,2,7,10,51.8,46.4,87.2,51.8,50.0
2013,2,7,11,51.8,50.0,100.0,51.8,50.6
2013,2,7,12,51.8,50.0,100.0,51.8,51.3
2013,2,7,13,51.8,50.0,93.5,51.8,51.5
2013,2,7,14,51.8,51.8,100.0,51.8,52.9
2013,2,7,15,55.4,55.4,100.0,55.4,57.6
2013,2,7,16,55.4,55.4,100.0,55.4,58.8
2013,2,7,17,55.4,55.4,100.0,55.4,58.6
2013,2,7,18,53.6,53.6,100.0,53.6,56.7
2013,2,7,19,51.8,51.8,100.0,51.8,55.8
2013,2,7,20,53.6,53.6,100.0,53.6,56.1
2013,2,7,21,53.6,51.8,93.5,53.6,54.9
2013,2,7,22,53.6,51.8,93.5,53.6,54.2
2013,2,7,23,53.6,51.8,93.5,53.6,53.1
2013,2,8,0,53.6,50.0,93.5,53.6,52.4
2013,2,8,1,51.8,50.0,93.5,51.8,51.3
2013,2,8,2,51.8,48.2,87.3,51.8,50.6
2013,2,8,3,51.8,48.2,93.4,51.8,50.6
2013,2,8,4,51.8,48.2,93.4,51.8,50.6
2013,2,8,5,50.0,48.2,93.4,50.0,49.5
2013,2,8,6,50.0,48.2,93.4,50.0,49.5
2013,2,8,7,50.0,48.2,93.4,50.0,49.5
2013,2,8,8,50.0,46.4,87.2,50.0,48.8
2013,2,8,9,50.0,48.2,93.4,50.0,49.5
2013,2,8,10,50.0,48.2,93.4,50.0,49.5
2013,2,8,11,50.0,46.4,87.2,50.0,48.8
2013,2,8,12,50.0,48.2,93.4,50.0,49.5
2013,2,8,13,50.0,48.2,93.4,50.0,49.8
2013,2,8,14,50.0,48.2,93.4,50.0,51.1
2013,2,8,15,51.8,48.2,87.3,51.8,53.7
2013,2,8,16,53.6,50.0,93.5,53.6,56.5
2013,2,8,17,53.6,50.0,87.4,53.6,56.1
2013,2,8,18,57.2,50.0,81.8,57.2,58.5
2013,2,8,19,57.2,50.0,76.5,57.2,58.1
2013,2,8,20,57.2,51.8,81.9,57.2,58.1
2013,2,8,21,57.2,51.8,81.9,57.2,57.4
2013,2,8,22,57.2,51.8,81.9,57.2,56.1
2013,2,8,23,57.2,51.8,81.9,57.2,55.2
2013,2,9,0,55.4,51.8,87.5,55.4,54.1
2013,2,9,1,55.4,50.0,81.8,55.4,53.5
2013,2,9,2,53.6,48.2,81.6,53.6,51.7
2013,2,9,3,46.4,42.8,87.1,46.4,45.3
2013,2,9,4,48.2,44.6,87.1,48.2,47.1
2013,2,9,5,46.4,39.2,75.6,46.4,44.1
2013,2,9,6,42.8,37.4,80.9,42.8,41.2
2013,2,9,7,39.2,35.6,86.7,39.2,38.3
2013,2,9,8,35.6,32.0,86.5,35.6,34.8
2013,2,9,9,35.6,32.0,86.5,35.6,34.8
2013,2,9,10,37.4,32.0,80.5,37.4,36.0
2013,2,9,11,32.0,32.0,100.0,32.0,32.2
2013,2,9,12,30.2,30.2,100.0,30.2,30.4
2013,2,9,13,32.0,32.0,100.0,32.0,33.4
2013,2,9,14,35.6,35.6,100.0,35.6,40.3
2013,2,9,15,42.8,35.6,75.3,42.8,47.4
2013,2,9,16,50.0,35.6,57.2,50.0,52.1
2013,2,9,17,55.4,35.6,46.8,55.4,57.8
2013,2,9,18,59.0,37.4,44.0,59.0,60.7
2013,2,9,19,64.4,35.6,33.7,64.4,60.9
2013,2,9,20,66.2,32.0,27.4,66.2,62.2
2013,2,9,21,66.2,32.0,27.4,66.2,59.9
2013,2,9,22,66.2,33.8,29.4,66.2,57.9
2013,2,9,23,60.8,33.8,35.7,60.8,52.4
2013,2,10,0,51.8,37.4,57.4,51.8,47.1
2013,2,10,1,48.2,39.2,70.6,48.2,45.3
2013,2,10,2,44.6,39.2,81.0,44.6,43.0
2013,2,10,3,41.0,39.2,93.2,41.0,40.6
2013,2,10,4,41.0,39.2,93.2,41.0,40.6
2013,2,10,5,39.2,37.4,93.1,39.2,38.8
2013,2,10,6,37.4,37.4,100.0,37.4,37.6
2013,2,10,7,39.2,37.4,93.1,39.2,38.8
2013,2,10,8,39.2,37.4,93.1,39.2,38.8
2013,2,10,9,39.2,37.4,93.1,39.2,38.8
2013,2,10,10,41.0,37.4,86.8,41.0,40.0
2013,2,10,11,41.0,37.4,86.8,41.0,40.0
2013,2,10,12,46.4,35.6,86.7,46.4,43.1
2013,2,10,13,48.2,33.8,56.9,48.2,44.4
2013,2,10,14,55.4,42.8,62.1,55.4,53.0
2013,2,10,15,55.4,42.8,62.1,55.4,54.1
2013,2,10,16,62.6,48.2,58.8,62.6,59.9
2013,2,10,17,62.6,50.0,62.9,62.6,60.6
2013,2,10,18,66.2,51.8,59.2,66.2,63.1
2013,2,10,19,66.2,51.8,59.2,66.2,62.7
2013,2,10,20,68.0,55.4,63.5,68.0,64.5
2013,2,10,21,68.0,57.2,67.8,68.0,65.8
2013,2,10,22,68.0,57.2,67.8,68.0,65.1
2013,2,10,23,66.2,57.2,72.3,66.2,62.4
2013,2,11,0,64.4,60.8,93.7,64.4,63.0
2013,2,11,1,62.6,62.6,100.0,62.6,62.8
2013,2,11,2,59.0,59.0,100.0,59.0,59.2
2013,2,11,3,57.2,57.2,100.0,57.2,57.4
2013,2,11,4,57.2,57.2,100.0,57.2,57.4
2013,2,11,5,59.0,57.2,100.0,59.0,58.4
2013,2,11,6,59.0,59.0,100.0,59.0,59.2
2013,2,11,7,59.0,59.0,100.0,59.0,59.2
2013,2,11,8,59.0,59.0,100.0,59.0,59.2
2013,2,11,9,59.0,59.0,100.0,59.0,59.2
2013,2,11,10,60.8,60.8,100.0,60.8,61.0
2013,2,11,11,60.8,60.8,100.0,60.8,61.0
2013,2,11,12,60.8,60.8,100.0,60.8,61.0
2013,2,11,13,60.8,60.8,100.0,60.8,61.7
2013,2,11,14,62.6,62.6,100.0,62.6,65.1
2013,2,11,15,64.4,64.4,100.0,64.4,67.3
2013,2,11,16,66.2,64.4,100.0,66.2,68.8
2013,2,11,17,66.2,62.6,87.9,66.2,70.1
2013,2,11,18,66.2,62.6,87.9,66.2,69.0
2013,2,11,19,66.2,60.8,82.4,66.2,67.2
2013,2,11,20,64.4,57.2,77.1,64.4,65.4
2013,2,11,21,64.4,57.2,87.7,64.4,63.1
2013,2,11,22,59.0,55.4,93.6,59.0,58.8
2013,2,11,23,57.2,55.4,100.0,57.2,57.0
2013,2,12,0,57.2,55.4,93.6,57.2,56.6
2013,2,12,1,55.4,55.4,100.0,55.4,55.6
2013,2,12,2,55.4,55.4,100.0,55.4,55.6
2013,2,12,3,55.4,55.4,100.0,55.4,55.6
2013,2,12,4,55.4,55.4,100.0,55.4,55.6
2013,2,12,5,55.4,55.4,100.0,55.4,55.6
2013,2,12,6,55.4,55.4,100.0,55.4,55.6
2013,2,12,7,55.4,55.4,100.0,55.4,55.6
2013,2,12,8,55.4,55.4,100.0,55.4,55.6
2013,2,12,9,55.4,55.4,100.0,55.4,55.6
2013,2,12,10,53.6,53.6,100.0,53.6,53.8
2013,2,12,11,50.0,48.2,100.0,50.0,49.5
2013,2,12,12,48.2,48.2,100.0,48.2,48.4
2013,2,12,13,48.2,46.4,93.4,48.2,48.1
2013,2,12,14,50.0,46.4,93.4,50.0,52.1
2013,2,12,15,51.8,46.4,81.5,51.8,55.9
2013,2,12,16,53.6,46.4,76.2,53.6,55.2
2013,2,12,17,53.6,48.2,81.6,53.6,56.0
2013,2,12,18,53.6,50.0,87.4,53.6,60.1
2013,2,12,19,53.6,50.0,87.4,53.6,58.8
2013,2,12,20,51.8,50.0,100.0,51.8,53.6
2013,2,12,21,50.0,50.0,100.0,50.0,53.8
2013,2,12,22,50.0,50.0,100.0,50.0,51.4
2013,2,12,23,50.0,50.0,100.0,50.0,50.4
2013,2,13,0,51.8,50.0,100.0,51.8,51.3
2013,2,13,1,50.0,50.0,100.0,50.0,50.2
2013,2,13,2,50.0,50.0,100.0,50.0,50.2
2013,2,13,3,51.8,50.0,100.0,51.8,51.3
2013,2,13,4,51.8,50.0,93.5,51.8,51.3
2013,2,13,5,51.8,50.0,100.0,51.8,51.3
2013,2,13,6,51.8,50.0,100.0,51.8,51.3
2013,2,13,7,51.8,51.8,100.0,51.8,52.0
2013,2,13,8,51.8,51.8,100.0,51.8,52.0
2013,2,13,9,51.8,51.8,100.0,51.8,52.0
2013,2,13,10,51.8,51.8,100.0,51.8,52.0
2013,2,13,11,53.6,53.6,100.0,53.6,53.8
2013,2,13,12,55.4,55.4,100.0,55.4,55.6
2013,2,13,13,55.4,53.6,93.6,55.4,55.9
2013,2,13,14,57.2,53.6,87.6,57.2,59.7
2013,2,13,15,57.2,51.8,81.9,57.2,58.4
2013,2,13,16,55.4,48.2,76.4,55.4,58.7
2013,2,13,17,55.4,48.2,76.4,55.4,58.4
2013,2,13,18,55.4,48.2,81.5,55.4,58.0
2013,2,13,19,51.8,48.2,93.4,51.8,56.1
2013,2,13,20,50.0,48.2,93.4,50.0,51.8
2013,2,13,21,48.2,46.4,93.4,48.2,52.4
2013,2,13,22,48.2,46.4,93.4,48.2,49.9
2013,2,13,23,48.2,46.4,93.4,48.2,48.3
2013,2,14,0,48.2,44.6,87.1,48.2,47.1
2013,2,14,1,48.2,42.8,81.3,48.2,46.5
2013,2,14,2,46.4,41.0,81.2,46.4,44.7
2013,2,14,3,46.4,41.0,81.2,46.4,44.7
2013,2,14,4,42.8,39.2,86.9,42.8,41.8
2013,2,14,5,41.0,37.4,86.8,41.0,40.0
2013,2,14,6,41.0,37.4,86.8,41.0,40.0
2013,2,14,7,39.2,35.6,86.7,39.2,38.3
2013,2,14,8,37.4,35.6,100.0,37.4,37.0
2013,2,14,9,35.6,35.6,100.0,35.6,35.8
2013,2,14,10,33.8,33.8,100.0,33.8,34.0
2013,2,14,11,35.6,33.8,93.0,35.6,35.2
2013,2,14,12,33.8,32.0,93.0,33.8,33.4
2013,2,14,13,35.6,33.8,93.0,35.6,36.8
2013,2,14,14,39.2,37.4,93.1,39.2,43.5
2013,2,14,15,41.0,37.4,86.8,41.0,47.0
2013,2,14,16,44.6,35.6,70.2,44.6,49.7
2013,2,14,17,46.4,37.4,70.4,46.4,52.6
2013,2,14,18,48.2,39.2,70.6,48.2,54.1
2013,2,14,19,51.8,41.0,66.2,51.8,54.9
2013,2,14,20,51.8,39.2,61.7,51.8,54.7
2013,2,14,21,55.4,39.2,53.9,55.4,56.2
2013,2,14,22,57.2,39.2,50.5,57.2,53.9
2013,2,14,23,53.6,39.2,57.7,53.6,49.5
2013,2,15,0,46.4,41.0,81.2,46.4,44.7
2013,2,15,1,42.8,39.2,86.9,42.8,41.8
2013,2,15,2,39.2,37.4,93.1,39.2,38.8
2013,2,15,3,39.2,39.2,100.0,39.2,39.4
2013,2,15,4,35.6,35.6,100.0,35.6,35.8
2013,2,15,5,35.6,35.6,100.0,35.6,35.8
2013,2,15,6,33.8,33.8,100.0,33.8,34.0
2013,2,15,7,33.8,33.8,100.0,33.8,34.0
2013,2,15,8,33.8,33.8,100.0,33.8,34.0
2013,2,15,9,32.0,32.0,100.0,32.0,32.2
2013,2,15,10,32.0,32.0,100.0,32.0,32.2
2013,2,15,11,32.0,32.0,100.0,32.0,32.2
2013,2,15,12,32.0,32.0,100.0,32.0,32.2
2013,2,15,13,32.0,32.0,100.0,32.0,32.7
2013,2,15,14,41.0,41.0,100.0,41.0,45.1
2013,2,15,15,42.8,41.0,93.2,42.8,49.0
2013,2,15,16,50.0,50.0,100.0,50.0,58.6
2013,2,15,17,59.0,41.0,50.7,59.0,60.6
2013,2,15,18,60.8,37.4,41.2,60.8,60.9
2013,2,15,19,64.4,37.4,36.2,64.4,63.6
2013,2,15,20,64.4,35.6,33.7,64.4,60.8
2013,2,15,21,66.2,35.6,31.6,66.2,59.9
2013,2,15,22,64.4,35.6,33.7,64.4,56.8
2013,2,15,23,60.8,35.6,38.4,60.8,53.0
2013,2,16,0,51.8,39.2,61.7,51.8,47.6
2013,2,16,1,46.4,39.2,75.6,46.4,44.1
2013,2,16,2,44.6,39.2,81.0,44.6,42.9
2013,2,16,3,42.8,37.4,80.9,42.8,41.2
2013,2,16,4,39.2,37.4,93.1,39.2,38.8
2013,2,16,5,39.2,35.6,86.7,39.2,38.3
2013,2,16,6,42.8,37.4,80.9,42.8,41.2
2013,2,16,7,41.0,37.4,86.8,41.0,40.0
2013,2,16,8,37.4,37.4,100.0,37.4,37.6
2013,2,16,9,39.2,37.4,100.0,39.2,38.8
2013,2,16,10,39.2,39.2,100.0,39.2,39.4
2013,2,16,11,42.8,39.2,93.2,42.8,41.8
2013,2,16,12,42.8,39.2,86.9,42.8,41.8
2013,2,16,13,42.8,39.2,86.9,42.8,43.2
2013,2,16,14,44.6,35.6,70.2,44.6,43.4
2013,2,16,15,46.4,32.0,60.8,46.4,45.2
2013,2,16,16,48.2,30.2,52.7,48.2,45.8
2013,2,16,17,51.8,24.8,39.3,51.8,46.6
2013,2,16,18,51.8,19.4,27.3,51.8,46.8
2013,2,16,19,51.8,17.6,27.0,51.8,45.6
2013,2,16,20,50.0,15.8,25.0,50.0,43.5
2013,2,16,21,48.2,14.0,26.5,48.2,42.4
2013,2,16,22,44.6,12.2,26.2,44.6,38.5
2013,2,16,23,44.6,12.2,26.2,44.6,37.3
2013,2,17,0,41.0,12.2,30.1,41.0,34.4
2013,2,17,1,35.6,14.0,40.4,35.6,30.8
2013,2,17,2,32.0,15.8,46.3,32.0,28.5
2013,2,17,3,33.8,17.6,50.8,33.8,30.1
2013,2,17,4,32.0,17.6,50.6,32.0,28.8
2013,2,17,5,26.6,19.4,70.9,26.6,25.1
2013,2,17,6,26.6,17.6,65.0,26.6,24.8
2013,2,17,7,26.6,19.4,70.9,26.6,25.1
2013,2,17,8,24.8,21.2,84.2,24.8,24.1
2013,2,17,9,24.8,19.4,77.2,24.8,23.7
2013,2,17,10,24.8,17.6,70.8,24.8,23.4
2013,2,17,11,23.0,19.4,84.1,23.0,22.4
2013,2,17,12,21.2,19.4,91.7,21.2,21.0
2013,2,17,13,23.0,19.4,84.1,23.0,24.2
2013,2,17,14,32.0,21.2,60.2,32.0,34.5
2013,2,17,15,35.6,21.2,55.2,35.6,39.5
2013,2,17,16,39.2,12.2,32.3,39.2,39.8
2013,2,17,17,42.8,10.4,25.9,42.8,42.3
2013,2,17,18,46.4,6.8,19.2,46.4,47.3
2013,2,17,19,48.2,8.6,19.4,48.2,45.7
2013,2,17,20,50.0,8.6,18.2,50.0,45.9
2013,2,17,21,51.8,10.4,18.4,51.8,46.1
2013,2,17,22,51.8,12.2,19.9,51.8,44.8
2013,2,17,23,48.2,12.2,22.8,48.2,40.4
2013,2,18,0,39.2,21.2,47.8,39.2,34.6
2013,2,18,1,35.6,24.8,64.3,35.6,32.8
2013,2,18,2,32.0,21.2,60.2,32.0,29.5
2013,2,18,3,32.0,23.0,65.6,32.0,29.8
2013,2,18,5,28.4,23.0,77.5,28.4,27.2
2013,2,18,6,26.6,23.0,84.3,26.6,25.9
2013,2,18,7,26.6,23.0,84.3,26.6,25.9
2013,2,18,8,26.6,24.8,91.9,26.6,26.3
2013,2,18,9,24.8,23.0,91.8,24.8,24.5
2013,2,18,10,26.6,23.0,84.3,26.6,25.9
2013,2,18,11,24.8,23.0,91.8,24.8,24.5
2013,2,18,12,24.8,23.0,91.8,24.8,24.5
2013,2,18,13,26.6,24.8,91.9,26.6,28.3
2013,2,18,14,33.8,28.4,84.6,33.8,37.5
2013,2,18,15,42.8,30.2,60.5,42.8,46.5
2013,2,18,16,51.8,26.6,37.0,51.8,52.9
2013,2,18,17,57.2,24.8,28.1,57.2,54.4
2013,2,18,18,59.0,24.8,26.3,59.0,54.7
2013,2,18,19,60.8,26.6,26.6,60.8,55.7
2013,2,18,20,62.6,28.4,26.9,62.6,57.4
2013,2,18,21,62.6,30.2,28.9,62.6,55.8
2013,2,18,22,60.8,30.2,30.9,60.8,53.4
2013,2,18,23,57.2,28.4,32.7,57.2,48.7
2013,2,19,0,51.8,28.4,39.9,51.8,44.8
2013,2,19,1,50.0,26.6,39.6,50.0,43.2
2013,2,19,2,44.6,26.6,48.7,44.6,39.6
2013,2,19,3,41.0,32.0,69.9,41.0,38.5
2013,2,19,4,41.0,32.0,69.9,41.0,38.5
2013,2,19,5,46.4,28.4,48.9,46.4,41.2
2013,2,19,6,46.4,26.6,45.4,46.4,40.8
2013,2,19,7,44.6,28.4,52.4,44.6,40.0
2013,2,19,8,48.2,35.6,61.2,48.2,44.3
2013,2,19,9,50.0,41.0,75.8,50.0,46.5
2013,2,19,10,48.2,42.8,87.1,48.2,46.5
2013,2,19,11,46.4,44.6,93.3,46.4,46.0
2013,2,19,12,46.4,46.4,100.0,46.4,46.6
2013,2,19,13,46.4,46.4,100.0,46.4,46.9
2013,2,19,14,48.2,48.2,100.0,48.2,49.8
2013,2,19,15,51.8,50.0,100.0,51.8,54.7
2013,2,19,16,53.6,53.6,100.0,53.6,57.7
2013,2,19,17,57.2,53.6,100.0,57.2,59.3
2013,2,19,18,62.6,51.8,81.9,62.6,62.1
2013,2,19,19,62.6,48.2,58.8,62.6,61.9
2013,2,19,20,64.4,44.6,48.0,64.4,61.3
2013,2,19,21,66.2,41.0,41.8,66.2,59.3
2013,2,19,22,64.4,32.0,29.2,64.4,55.8
2013,2,19,23,60.8,28.4,28.7,60.8,51.2
2013,2,20,0,53.6,28.4,37.3,53.6,46.0
2013,2,20,1,48.2,28.4,45.7,48.2,42.4
2013,2,20,2,41.0,28.4,60.3,41.0,37.5
2013,2,20,3,42.8,28.4,56.2,42.8,38.7
2013,2,20,4,39.2,28.4,64.7,39.2,36.2
2013,2,20,5,39.2,26.6,60.1,39.2,35.8
2013,2,20,6,37.4,24.8,59.8,37.4,34.1
2013,2,20,7,35.6,23.0,59.6,35.6,32.4
2013,2,20,8,35.6,21.2,55.2,35.6,32.0
2013,2,20,9,33.8,23.0,64.0,33.8,31.1
2013,2,20,10,32.0,21.2,60.2,32.0,29.5
2013,2,20,11,30.2,21.2,65.4,30.2,28.1
2013,2,20,12,30.2,21.2,65.4,30.2,28.1
2013,2,20,13,32.0,23.0,65.6,32.0,31.3
2013,2,20,14,39.2,23.0,51.6,39.2,37.8
2013,2,20,15,44.6,21.2,38.8,44.6,43.8
2013,2,20,16,48.2,19.4,31.3,48.2,46.7
2013,2,20,17,51.8,17.6,25.3,51.8,49.4
2013,2,20,18,53.6,19.4,25.5,53.6,52.0
2013,2,20,19,57.2,19.4,22.4,57.2,54.6
2013,2,20,20,59.0,19.4,20.9,59.0,53.0
2013,2,20,21,59.0,21.2,22.6,59.0,51.5
2013,2,20,22,57.2,17.6,20.7,57.2,47.8
2013,2,20,23,55.4,17.6,22.1,55.4,45.1
2013,2,21,0,51.8,23.0,31.8,51.8,43.6
2013,2,21,1,46.4,28.4,48.9,46.4,41.2
2013,2,21,2,41.0,28.4,60.3,41.0,37.5
2013,2,21,3,39.2,28.4,64.7,39.2,36.2
2013,2,21,4,35.6,26.6,69.3,35.6,33.2
2013,2,21,5,32.0,28.4,84.6,32.0,31.2
2013,2,21,6,32.0,26.6,77.8,32.0,30.7
2013,2,21,7,32.0,26.6,77.8,32.0,30.7
2013,2,21,8,32.0,26.6,77.8,32.0,30.7
2013,2,21,9,32.0,28.4,84.6,32.0,31.2
2013,2,21,10,30.2,26.6,84.5,30.2,29.4
2013,2,21,11,28.4,26.6,91.9,28.4,28.1
2013,2,21,12,30.2,26.6,84.5,30.2,29.4
2013,2,21,13,30.2,28.4,92.0,30.2,31.9
2013,2,21,14,37.4,32.0,80.5,37.4,41.0
2013,2,21,15,46.4,26.6,45.4,46.4,48.0
2013,2,21,16,55.4,24.8,30.0,55.4,54.8
2013,2,21,17,60.8,24.8,24.7,60.8,59.1
2013,2,21,18,64.4,24.8,21.7,64.4,58.7
2013,2,21,19,68.0,24.8,19.1,68.0,61.1
2013,2,21,20,69.8,24.8,17.9,69.8,61.1
2013,2,21,21,69.8,24.8,17.9,69.8,59.3
2013,2,21,22,68.0,28.4,22.2,68.0,56.5
2013,2,21,23,66.2,28.4,23.6,66.2,54.2
2013,2,22,0,64.4,32.0,31.1,64.4,53.7
2013,2,22,1,60.8,32.0,35.4,60.8,51.5
2013,2,22,2,57.2,35.6,43.8,57.2,50.1
2013,2,22,3,59.0,35.6,41.0,59.0,51.2
2013,2,22,4,60.8,37.4,41.2,60.8,52.8
2013,2,22,5,60.8,39.2,44.3,60.8,53.2
2013,2,22,6,60.8,46.4,58.6,60.8,55.4
2013,2,22,7,60.8,46.4,58.6,60.8,55.4
2013,2,22,8,60.8,51.8,81.9,60.8,56.0
2013,2,22,9,59.0,51.8,81.9,59.0,56.3
2013,2,22,10,59.0,51.8,93.5,59.0,56.3
2013,2,22,11,51.8,50.0,93.5,51.8,51.3
2013,2,22,12,50.0,48.2,100.0,50.0,49.5
2013,2,22,13,50.0,50.0,100.0,50.0,50.5
2013,2,22,14,50.0,50.0,100.0,50.0,51.6
2013,2,22,15,53.6,51.8,100.0,53.6,55.6
2013,2,22,16,53.6,51.8,93.5,53.6,56.0
2013,2,22,17,53.6,51.8,93.5,53.6,57.0
2013,2,22,18,51.8,51.8,100.0,51.8,55.9
2013,2,22,19,51.8,50.0,93.5,51.8,54.3
2013,2,22,20,51.8,50.0,100.0,51.8,54.5
2013,2,22,21,51.8,50.0,100.0,51.8,53.8
2013,2,22,22,50.0,50.0,100.0,50.0,51.6
2013,2,22,23,50.0,50.0,100.0,50.0,50.2
2013,2,23,0,50.0,48.2,100.0,50.0,49.5
2013,2,23,1,50.0,48.2,100.0,50.0,49.5
2013,2,23,2,50.0,48.2,100.0,50.0,49.5
2013,2,23,3,48.2,46.4,93.4,48.2,47.7
2013,2,23,4,48.2,48.2,100.0,48.2,48.4
2013,2,23,5,48.2,48.2,100.0,48.2,48.4
2013,2,23,6,48.2,46.4,100.0,48.2,47.7
2013,2,23,7,46.4,46.4,100.0,46.4,46.6
2013,2,23,8,46.4,46.4,100.0,46.4,46.6
2013,2,23,9,46.4,46.4,100.0,46.4,46.6
2013,2,23,10,46.4,46.4,100.0,46.4,46.6
2013,2,23,11,46.4,46.4,100.0,46.4,46.6
2013,2,23,12,46.4,46.4,100.0,46.4,46.6
2013,2,23,13,46.4,46.4,100.0,46.4,47.1
2013,2,23,14,48.2,46.4,100.0,48.2,49.0
2013,2,23,15,48.2,48.2,100.0,48.2,51.6
2013,2,23,16,48.2,48.2,100.0,48.2,52.5
2013,2,23,17,50.0,48.2,100.0,50.0,54.7
2013,2,23,18,50.0,48.2,93.4,50.0,54.9
2013,2,23,19,50.0,48.2,93.4,50.0,54.0
2013,2,23,20,51.8,50.0,93.5,51.8,54.9
2013,2,23,21,51.8,50.0,93.5,51.8,54.2
2013,2,23,22,51.8,50.0,93.5,51.8,53.1
2013,2,23,23,51.8,50.0,93.5,51.8,51.6
2013,2,24,0,51.8,50.0,100.0,51.8,51.3
2013,2,24,1,51.8,50.0,100.0,51.8,51.3
2013,2,24,2,51.8,50.0,93.5,51.8,51.3
2013,2,24,3,50.0,50.0,100.0,50.0,50.2
2013,2,24,4,51.8,50.0,100.0,51.8,51.3
2013,2,24,5,51.8,50.0,100.0,51.8,51.3
2013,2,24,6,50.0,50.0,100.0,50.0,50.2
2013,2,24,7,46.4,46.4,100.0,46.4,46.6
2013,2,24,8,46.4,44.6,100.0,46.4,46.0
2013,2,24,9,46.4,46.4,100.0,46.4,46.6
2013,2,24,10,48.2,48.2,100.0,48.2,48.4
2013,2,24,11,48.2,48.2,100.0,48.2,48.4
2013,2,24,12,46.4,46.4,100.0,46.4,46.6
2013,2,24,13,46.4,46.4,100.0,46.4,47.3
2013,2,24,14,50.0,48.2,100.0,50.0,53.8
2013,2,24,15,50.0,48.2,93.4,50.0,55.1
2013,2,24,16,55.4,48.2,76.4,55.4,60.3
2013,2,24,17,60.8,46.4,58.6,60.8,63.5
2013,2,24,18,64.4,42.8,44.8,64.4,64.0
2013,2,24,19,68.0,42.8,39.4,68.0,67.4
2013,2,24,20,69.8,41.0,34.5,69.8,67.0
2013,2,24,21,71.6,41.0,32.4,74.3,65.4
2013,2,24,22,69.8,39.2,32.1,69.8,62.6
2013,2,24,23,64.4,44.6,48.0,64.4,58.2
2013,2,25,0,55.4,44.6,66.6,55.4,51.6
2013,2,25,1,50.0,44.6,81.4,50.0,48.2
2013,2,25,2,48.2,44.6,87.1,48.2,47.1
2013,2,25,3,46.4,42.8,87.1,46.4,45.3
2013,2,25,4,46.4,42.8,87.1,46.4,45.3
2013,2,25,5,48.2,44.6,87.1,48.2,47.1
2013,2,25,6,50.0,44.6,81.4,50.0,48.2
2013,2,25,7,50.0,44.6,81.4,50.0,48.2
2013,2,25,8,51.8,44.6,81.4,51.8,48.7
2013,2,25,9,55.4,37.4,50.2,55.4,49.4
2013,2,25,10,55.4,39.2,53.9,55.4,49.9
2013,2,25,11,50.0,42.8,75.9,50.0,47.6
2013,2,25,12,48.2,46.4,93.4,48.2,47.7
