#Produced by 14WS/CXOT
#UNCLASSIFIED
#For Planning Purposes Only
#SAR:  12847
#Station:  KLSF
#Data Sources:  Surface Observation Database
#POR:  20120101-20220930

Year,Month,Day,Hour (UTC),Temperature (F),Dewpoint Temperature (F),RH (%),Heat Index (F),Derived Wet Bulb Globe Temperature (F)
2012,1,1,0,50.0,41.0,70.8,50.0,47.0
2012,1,1,1,46.4,41.0,81.2,46.4,44.7
2012,1,1,2,44.6,41.0,87.0,44.6,43.5
2012,1,1,3,42.8,39.2,86.9,42.8,41.8
2012,1,1,4,41.0,39.2,93.2,41.0,40.6
2012,1,1,5,39.2,37.4,93.1,39.2,38.8
2012,1,1,6,39.2,39.2,100.0,39.2,39.4
2012,1,1,7,39.2,37.4,100.0,39.2,38.8
2012,1,1,8,37.4,37.4,100.0,37.4,37.6
2012,1,1,9,37.4,35.6,93.1,37.4,37.0
2012,1,1,10,39.2,39.2,100.0,39.2,39.4
2012,1,1,11,41.0,41.0,100.0,41.0,41.2
2012,1,1,12,44.6,44.6,100.0,44.6,44.8
2012,1,1,13,48.2,46.4,100.0,48.2,47.7
2012,1,1,14,48.2,48.2,100.0,48.2,49.6
2012,1,1,15,57.2,57.2,100.0,57.2,59.7
2012,1,1,16,60.8,60.8,100.0,60.8,63.9
2012,1,1,17,68.0,62.6,100.0,68.0,69.1
2012,1,1,18,69.8,59.0,72.5,69.8,70.6
2012,1,1,19,69.8,59.0,68.0,69.8,70.0
2012,1,1,20,71.6,59.0,63.9,76.2,71.2
2012,1,1,21,71.6,57.2,59.8,76.2,67.4
2012,1,1,22,69.8,57.2,63.7,69.8,65.2
2012,1,1,23,66.2,59.0,100.0,66.2,59.2
2012,1,2,0,62.6,46.4,54.9,62.6,56.5
2012,1,2,1,57.2,41.0,54.2,57.2,51.5
2012,1,2,2,55.4,37.4,50.2,55.4,49.4
2012,1,2,3,55.4,33.8,43.5,55.4,48.5
2012,1,2,4,50.0,33.8,53.2,50.0,45.0
2012,1,2,5,48.2,33.8,56.9,48.2,43.8
2012,1,2,6,44.6,32.0,60.8,44.6,41.0
2012,1,2,7,44.6,32.0,60.8,44.6,41.0
2012,1,2,8,41.0,30.2,64.9,41.0,38.0
2012,1,2,9,39.2,30.2,69.7,39.2,36.7
2012,1,2,10,39.2,30.2,69.7,39.2,36.7
2012,1,2,11,37.4,28.4,69.5,37.4,35.0
2012,1,2,12,37.4,24.8,59.8,37.4,34.1
2012,1,2,13,32.0,24.8,71.5,32.0,30.6
2012,1,2,14,41.0,23.0,48.1,41.0,38.4
2012,1,2,15,44.6,19.4,35.9,44.6,41.3
2012,1,2,16,46.4,17.6,31.0,46.4,42.8
2012,1,2,17,48.2,15.8,26.8,48.2,44.3
2012,1,2,18,51.8,14.0,21.6,51.8,46.2
2012,1,2,19,53.6,14.0,20.2,53.6,47.3
2012,1,2,20,53.6,12.2,18.7,53.6,46.4
2012,1,2,21,53.6,12.2,18.7,53.6,45.7
2012,1,2,22,51.8,12.2,19.9,51.8,43.0
2012,1,2,23,48.2,12.2,22.8,48.2,39.5
2012,1,3,0,44.6,12.2,26.2,44.6,36.9
2012,1,3,1,44.6,12.2,26.2,44.6,36.9
2012,1,3,2,42.8,12.2,28.1,42.8,35.7
2012,1,3,3,39.2,8.6,27.5,39.2,32.7
2012,1,3,4,37.4,5.0,25.1,37.4,31.0
2012,1,3,5,33.8,5.0,29.0,33.8,28.4
2012,1,3,6,32.0,5.0,26.9,32.0,27.0
2012,1,3,7,30.2,5.0,29.3,30.2,25.7
2012,1,3,8,28.4,5.0,31.8,28.4,24.3
2012,1,3,9,26.6,6.8,38.0,26.6,23.1
2012,1,3,10,26.6,6.8,38.0,26.6,23.1
2012,1,3,11,24.8,8.6,45.3,24.8,22.0
2012,1,3,12,24.8,10.4,49.6,24.8,22.2
2012,1,3,13,21.2,12.2,64.4,21.2,20.1
2012,1,3,14,30.2,12.2,42.1,30.2,28.8
2012,1,3,15,32.0,12.2,38.8,32.0,31.2
2012,1,3,16,33.8,10.4,37.0,33.8,33.1
2012,1,3,17,37.4,10.4,34.4,37.4,35.7
2012,1,3,18,37.4,10.4,32.1,37.4,37.0
2012,1,3,19,39.2,10.4,29.9,39.2,38.1
2012,1,3,20,41.0,8.6,25.7,41.0,37.4
2012,1,3,21,41.0,8.6,25.7,41.0,36.7
2012,1,3,22,41.0,6.8,23.6,41.0,34.9
2012,1,3,23,33.8,10.4,37.0,33.8,29.0
2012,1,4,0,30.2,14.0,50.1,30.2,26.6
2012,1,4,1,28.4,15.8,59.5,28.4,25.8
2012,1,4,2,28.4,17.6,65.0,28.4,25.5
2012,1,4,3,26.6,17.6,70.8,26.6,24.8
2012,1,4,4,24.8,17.6,70.8,24.8,23.4
2012,1,4,5,24.8,17.6,77.1,24.8,23.1
2012,1,4,6,23.0,19.4,91.7,23.0,22.0
2012,1,4,7,21.2,17.6,84.0,21.2,20.6
2012,1,4,8,21.2,19.4,100.0,21.2,21.0
2012,1,4,9,21.2,19.4,91.7,21.2,21.0
2012,1,4,10,19.4,17.6,91.6,19.4,19.2
2012,1,4,11,19.4,17.6,91.6,19.4,19.2
2012,1,4,12,17.6,15.8,91.6,17.6,17.5
2012,1,4,13,23.0,19.4,91.6,23.0,22.9
2012,1,4,14,26.6,21.2,77.4,26.6,28.7
2012,1,4,15,32.0,19.4,55.2,32.0,34.5
2012,1,4,16,37.4,17.6,44.0,37.4,40.1
2012,1,4,17,42.8,15.8,32.9,42.8,43.2
2012,1,4,18,48.2,8.6,19.4,48.2,44.8
2012,1,4,19,51.8,10.4,18.4,51.8,47.3
2012,1,4,20,53.6,12.2,18.7,53.6,47.9
2012,1,4,21,55.4,10.4,16.1,55.4,47.4
2012,1,4,22,55.4,14.0,18.9,55.4,45.9
2012,1,4,23,50.0,23.0,44.9,50.0,41.2
2012,1,5,0,41.0,24.8,55.7,41.0,36.7
2012,1,5,1,37.4,23.0,59.6,37.4,33.6
2012,1,5,2,33.8,24.8,71.5,33.8,31.5
2012,1,5,3,33.8,24.8,77.7,33.8,31.5
2012,1,5,4,32.0,23.0,77.5,32.0,29.8
2012,1,5,5,30.2,24.8,84.4,30.2,28.6
2012,1,5,6,30.2,24.8,84.4,30.2,29.0
2012,1,5,7,30.2,24.8,84.4,30.2,29.0
2012,1,5,8,30.2,26.6,84.5,30.2,29.4
2012,1,5,9,33.8,30.2,86.4,33.8,32.9
2012,1,5,10,33.8,32.0,93.0,33.8,33.5
2012,1,5,11,32.0,30.2,92.0,32.0,31.6
2012,1,5,12,30.2,28.4,92.0,30.2,29.9
2012,1,5,13,33.8,32.0,100.0,33.8,34.0
2012,1,5,14,42.8,37.4,93.0,42.8,44.4
2012,1,5,15,48.2,41.0,75.8,48.2,49.6
2012,1,5,16,53.6,39.2,57.7,53.6,55.8
2012,1,5,17,57.2,37.4,47.0,57.2,56.3
2012,1,5,18,60.8,35.6,38.4,60.8,57.6
2012,1,5,19,64.4,35.6,33.7,64.4,59.4
2012,1,5,20,64.4,35.6,33.7,64.4,60.5
2012,1,5,21,66.2,35.6,31.6,66.2,58.7
2012,1,5,22,64.4,35.6,33.7,64.4,55.8
2012,1,5,23,55.4,37.4,61.4,55.4,48.9
2012,1,6,0,46.4,35.6,75.3,46.4,43.1
2012,1,6,1,42.8,35.6,80.8,42.8,40.7
2012,1,6,2,41.0,35.6,86.7,41.0,39.5
2012,1,6,3,37.4,33.8,86.6,37.4,36.5
2012,1,6,4,37.4,33.8,93.0,37.4,36.5
2012,1,6,5,35.6,33.8,93.0,35.6,35.2
2012,1,6,6,33.8,32.0,100.0,33.8,33.5
2012,1,6,7,32.0,32.0,100.0,32.0,32.2
2012,1,6,8,32.0,32.0,100.0,32.0,32.2
2012,1,6,9,30.2,30.2,100.0,30.2,30.4
2012,1,6,10,30.2,30.2,100.0,30.2,30.4
2012,1,6,11,28.4,28.4,100.0,28.4,28.6
2012,1,6,12,28.4,26.6,100.0,28.4,28.1
2012,1,6,13,28.4,28.4,100.0,28.4,28.9
2012,1,6,14,37.4,33.8,92.0,37.4,39.5
2012,1,6,15,48.2,39.2,86.7,48.2,50.4
2012,1,6,16,48.2,39.2,70.6,48.2,52.0
2012,1,6,17,59.0,41.0,50.7,59.0,60.2
2012,1,6,18,66.2,39.2,36.5,66.2,64.1
2012,1,6,19,68.0,35.6,29.7,68.0,62.1
2012,1,6,20,68.0,35.6,29.7,68.0,61.0
2012,1,6,21,68.0,37.4,31.9,68.0,59.8
2012,1,6,22,64.4,41.0,41.8,64.4,57.7
2012,1,6,23,57.2,42.8,58.1,57.2,52.1
2012,1,7,0,51.8,42.8,71.0,51.8,48.7
2012,1,7,1,46.4,41.0,81.2,46.4,44.7
2012,1,7,2,44.6,41.0,87.0,44.6,43.5
2012,1,7,3,44.6,41.0,87.0,44.6,43.5
2012,1,7,4,42.8,41.0,93.2,42.8,42.4
2012,1,7,5,42.8,39.2,93.2,42.8,41.8
2012,1,7,6,41.0,39.2,100.0,41.0,40.6
2012,1,7,7,39.2,39.2,100.0,39.2,39.4
2012,1,7,8,42.8,41.0,93.2,42.8,42.4
2012,1,7,9,44.6,41.0,87.0,44.6,43.5
2012,1,7,10,44.6,41.0,87.0,44.6,43.5
2012,1,7,11,44.6,42.8,93.3,44.6,44.2
2012,1,7,12,46.4,44.6,93.3,46.4,46.0
2012,1,7,13,48.2,48.2,100.0,48.2,48.4
2012,1,7,14,51.8,51.8,100.0,51.8,53.6
2012,1,7,15,53.6,53.6,100.0,53.6,56.7
2012,1,7,16,57.2,55.4,93.6,57.2,63.1
2012,1,7,17,60.8,57.2,87.7,60.8,64.1
2012,1,7,18,68.0,57.2,67.8,68.0,68.7
2012,1,7,19,71.6,55.4,56.0,76.2,67.8
2012,1,7,20,71.6,53.6,52.4,76.1,68.6
2012,1,7,21,69.8,53.6,55.8,69.8,66.0
2012,1,7,22,69.8,53.6,55.8,69.8,64.0
2012,1,7,23,62.6,53.6,72.0,62.6,59.0
2012,1,8,0,57.2,53.6,87.6,57.2,55.9
2012,1,8,1,53.6,51.8,93.5,53.6,53.1
2012,1,8,2,60.8,55.4,93.6,60.8,58.7
2012,1,8,3,55.4,55.4,100.0,55.4,55.6
2012,1,8,4,57.2,55.4,100.0,57.2,56.6
2012,1,8,5,53.6,53.6,100.0,53.6,53.8
2012,1,8,6,55.4,53.6,100.0,55.4,54.8
2012,1,8,7,53.6,53.6,100.0,53.6,53.8
2012,1,8,8,51.8,51.8,100.0,51.8,52.0
2012,1,8,9,50.0,50.0,100.0,50.0,50.2
2012,1,8,10,46.4,46.4,100.0,46.4,46.6
2012,1,8,11,44.6,44.6,100.0,44.6,44.8
2012,1,8,12,48.2,48.2,100.0,48.2,48.4
2012,1,8,13,51.8,50.0,100.0,51.8,51.5
2012,1,8,14,55.4,55.4,100.0,55.4,56.8
2012,1,8,15,57.2,57.2,100.0,57.2,59.7
2012,1,8,16,60.8,60.8,100.0,60.8,64.2
2012,1,8,17,62.6,62.6,100.0,62.6,68.5
2012,1,8,18,66.2,64.4,100.0,66.2,72.0
2012,1,8,19,69.8,59.0,72.5,69.8,71.5
2012,1,8,20,69.8,60.8,77.3,69.8,70.4
2012,1,8,21,69.8,59.0,68.0,69.8,68.8
2012,1,8,22,69.8,59.0,68.0,69.8,66.2
2012,1,8,23,62.6,59.0,93.7,62.6,61.2
2012,1,9,0,59.0,57.2,93.6,59.0,58.4
2012,1,9,1,60.8,59.0,100.0,60.8,60.2
2012,1,9,2,60.8,59.0,100.0,60.8,60.2
2012,1,9,3,60.8,60.8,100.0,60.8,61.0
2012,1,9,4,60.8,60.8,100.0,60.8,61.0
2012,1,9,5,59.0,59.0,100.0,59.0,59.2
2012,1,9,6,57.2,57.2,100.0,57.2,57.4
2012,1,9,7,57.2,55.4,100.0,57.2,56.6
2012,1,9,8,57.2,55.4,100.0,57.2,56.6
2012,1,9,9,57.2,55.4,100.0,57.2,56.6
2012,1,9,10,57.2,55.4,100.0,57.2,56.6
2012,1,9,11,57.2,57.2,100.0,57.2,57.4
2012,1,9,12,59.0,57.2,100.0,59.0,58.4
2012,1,9,13,59.0,59.0,100.0,59.0,59.2
2012,1,9,14,60.8,60.8,100.0,60.8,61.9
2012,1,9,15,60.8,60.8,100.0,60.8,63.0
2012,1,9,16,64.4,64.4,100.0,64.4,68.9
2012,1,9,17,64.4,64.4,100.0,64.4,71.8
2012,1,9,18,69.8,59.0,68.0,69.8,71.3
2012,1,9,19,73.4,60.8,68.2,76.9,71.6
2012,1,9,20,71.6,59.0,63.9,76.2,70.3
2012,1,9,21,73.4,57.2,56.2,76.7,69.3
2012,1,9,22,69.8,55.4,59.6,69.8,64.8
2012,1,9,23,66.2,53.6,63.3,66.2,61.1
2012,1,10,0,59.0,53.6,82.0,59.0,56.9
2012,1,10,1,57.2,53.6,87.6,57.2,55.9
2012,1,10,2,53.6,53.6,100.0,53.6,53.8
2012,1,10,3,50.0,50.0,100.0,50.0,50.2
2012,1,10,4,50.0,50.0,100.0,50.0,50.2
2012,1,10,5,48.2,48.2,100.0,48.2,48.4
2012,1,10,6,48.2,46.4,100.0,48.2,47.7
2012,1,10,7,46.4,46.4,100.0,46.4,46.6
2012,1,10,8,46.4,46.4,100.0,46.4,46.6
2012,1,10,9,44.6,44.6,100.0,44.6,44.8
2012,1,10,10,46.4,46.4,100.0,46.4,46.6
2012,1,10,11,46.4,46.4,100.0,46.4,46.6
2012,1,10,12,48.2,46.4,100.0,48.2,47.7
2012,1,10,13,50.0,50.0,100.0,50.0,50.2
2012,1,10,14,51.8,51.8,100.0,51.8,53.4
2012,1,10,15,51.8,51.8,100.0,51.8,56.3
2012,1,10,16,55.4,55.4,100.0,55.4,58.8
2012,1,10,17,59.0,57.2,100.0,59.0,64.7
2012,1,10,18,59.0,57.2,93.6,59.0,64.7
2012,1,10,19,59.0,59.0,100.0,59.0,62.2
2012,1,10,20,60.8,59.0,100.0,60.8,63.7
2012,1,10,21,59.0,59.0,100.0,59.0,62.2
2012,1,10,22,59.0,59.0,100.0,59.0,59.9
2012,1,10,23,59.0,59.0,100.0,59.0,59.2
2012,1,11,0,57.2,57.2,100.0,57.2,57.4
2012,1,11,1,59.0,57.2,93.6,59.0,58.4
2012,1,11,2,59.0,57.2,93.6,59.0,58.4
2012,1,11,3,59.0,59.0,100.0,59.0,59.2
2012,1,11,4,59.0,59.0,100.0,59.0,59.2
2012,1,11,5,59.0,57.2,93.6,59.0,58.4
2012,1,11,6,57.2,57.2,100.0,57.2,57.4
2012,1,11,7,57.2,57.2,100.0,57.2,57.4
2012,1,11,8,59.0,57.2,93.6,59.0,58.4
2012,1,11,9,59.0,55.4,87.6,59.0,57.6
2012,1,11,10,60.8,57.2,93.6,60.8,58.7
2012,1,11,11,59.0,57.2,93.6,59.0,58.4
2012,1,11,12,59.0,57.2,93.6,59.0,58.4
2012,1,11,13,60.8,59.0,93.7,60.8,60.4
2012,1,11,14,59.0,51.8,76.7,59.0,57.7
2012,1,11,15,57.2,48.2,71.5,57.2,55.5
2012,1,11,16,57.2,46.4,66.7,57.2,57.0
2012,1,11,17,57.2,44.6,62.3,57.2,55.0
2012,1,11,18,57.2,42.8,58.1,57.2,54.6
2012,1,11,19,55.4,41.0,57.9,55.4,52.5
2012,1,11,20,53.6,41.0,61.9,53.6,51.3
2012,1,11,21,53.6,41.0,61.9,53.6,50.7
2012,1,11,22,55.4,42.8,62.1,55.4,52.2
2012,1,11,23,53.6,42.8,66.4,53.6,49.8
2012,1,12,0,51.8,42.8,71.0,51.8,48.7
2012,1,12,1,51.8,42.8,71.0,51.8,48.7
2012,1,12,2,51.8,42.8,71.0,51.8,48.7
2012,1,12,3,51.8,44.6,76.1,51.8,49.3
2012,1,12,4,51.8,44.6,76.1,51.8,49.3
2012,1,12,5,46.4,42.8,87.1,46.4,45.3
2012,1,12,6,44.6,42.8,93.3,44.6,44.2
2012,1,12,7,44.6,42.8,93.3,44.6,44.2
2012,1,12,8,48.2,44.6,87.1,48.2,47.0
2012,1,12,9,50.0,44.6,87.1,50.0,48.2
2012,1,12,10,48.2,44.6,87.1,48.2,47.0
2012,1,12,11,48.2,42.8,81.3,48.2,46.4
2012,1,12,12,44.6,42.8,93.3,44.6,44.2
2012,1,12,13,42.8,41.0,93.2,42.8,42.9
2012,1,12,14,50.0,44.6,87.1,50.0,50.4
2012,1,12,15,51.8,46.4,81.5,51.8,53.4
2012,1,12,16,53.6,44.6,71.1,53.6,57.1
2012,1,12,17,59.0,46.4,62.5,59.0,59.5
2012,1,12,18,64.4,51.8,63.1,64.4,63.5
2012,1,12,19,66.2,55.4,72.1,66.2,64.2
2012,1,12,20,64.4,51.8,63.1,64.4,62.0
2012,1,12,21,60.8,48.2,71.5,60.8,57.8
2012,1,12,22,55.4,44.6,71.1,55.4,51.9
2012,1,12,23,51.8,41.0,66.2,51.8,48.1
2012,1,13,0,48.2,37.4,65.8,48.2,44.8
2012,1,13,1,46.4,33.8,61.0,46.4,42.6
2012,1,13,2,42.8,26.6,52.2,42.8,38.3
2012,1,13,3,41.0,24.8,51.9,41.0,36.6
2012,1,13,4,41.0,21.2,44.6,41.0,35.9
2012,1,13,5,37.4,21.2,51.4,37.4,33.3
2012,1,13,6,35.6,17.6,47.3,35.6,31.4
2012,1,13,7,33.8,15.8,47.0,33.8,29.7
2012,1,13,8,32.0,17.6,50.6,32.0,28.8
2012,1,13,9,30.2,17.6,54.9,30.2,27.4
2012,1,13,10,28.4,17.6,59.7,28.4,26.1
2012,1,13,11,26.6,17.6,65.0,26.6,24.8
2012,1,13,12,26.6,17.6,65.0,26.6,24.8
2012,1,13,13,26.6,17.6,65.0,26.6,25.1
2012,1,13,14,30.2,17.6,54.9,30.2,29.8
2012,1,13,15,33.8,17.6,50.8,33.8,33.3
2012,1,13,16,35.6,17.6,47.3,35.6,36.4
2012,1,13,17,37.4,17.6,44.0,37.4,37.5
2012,1,13,18,41.0,17.6,38.2,41.0,40.4
2012,1,13,19,42.8,17.6,35.6,42.8,40.5
2012,1,13,20,44.6,17.6,33.2,44.6,41.4
2012,1,13,21,44.6,17.6,33.2,44.6,40.5
2012,1,13,22,42.8,17.6,35.6,42.8,37.9
2012,1,13,23,39.2,17.6,41.0,39.2,33.9
2012,1,14,0,33.8,21.2,59.3,33.8,30.7
2012,1,14,1,32.0,19.4,55.2,32.0,29.1
2012,1,14,2,30.2,23.0,71.3,30.2,28.6
2012,1,14,3,28.4,23.0,77.5,28.4,27.2
2012,1,14,4,26.6,23.0,84.3,26.6,25.9
2012,1,14,5,26.6,21.2,77.4,26.6,25.5
2012,1,14,6,26.6,21.2,77.4,26.6,25.5
2012,1,14,7,24.8,19.4,77.2,24.8,23.7
2012,1,14,8,23.0,21.2,91.7,23.0,22.8
2012,1,14,9,23.0,21.2,91.7,23.0,22.8
2012,1,14,10,23.0,21.2,91.7,23.0,22.8
2012,1,14,12,21.2,17.6,84.0,21.2,20.6
2012,1,14,13,21.2,19.4,91.7,21.2,21.5
2012,1,14,14,26.6,24.8,91.9,26.6,29.9
2012,1,14,15,35.6,23.0,59.6,35.6,38.3
2012,1,14,16,42.8,21.2,41.6,42.8,44.5
2012,1,14,17,48.2,17.6,28.9,48.2,46.4
2012,1,14,18,50.0,17.6,27.0,50.0,47.1
2012,1,14,19,51.8,17.6,25.3,51.8,49.0
2012,1,14,20,55.4,17.6,22.1,55.4,49.8
2012,1,14,21,55.4,17.6,22.1,55.4,48.4
2012,1,14,22,55.4,19.4,23.9,55.4,47.1
2012,1,14,23,51.8,19.4,27.3,51.8,43.0
2012,1,15,0,50.0,19.4,29.2,50.0,41.8
2012,1,15,1,46.4,21.2,36.2,46.4,39.6
2012,1,15,2,44.6,21.2,38.8,44.6,38.4
2012,1,15,3,44.6,21.2,38.8,44.6,38.4
2012,1,15,4,44.6,23.0,41.8,44.6,38.8
2012,1,15,5,42.8,24.8,48.4,42.8,37.9
2012,1,15,6,39.2,24.8,55.7,39.2,35.4
2012,1,15,7,32.0,26.6,77.8,32.0,30.7
2012,1,15,8,32.0,26.6,77.8,32.0,30.7
2012,1,15,9,30.2,26.6,84.5,30.2,29.4
2012,1,15,10,30.2,26.6,84.5,30.2,29.4
2012,1,15,11,28.4,24.8,84.4,28.4,27.6
2012,1,15,12,26.6,24.8,91.9,26.6,26.3
2012,1,15,13,26.6,24.8,91.9,26.6,26.8
2012,1,15,14,33.8,30.2,86.4,33.8,36.6
2012,1,15,15,42.8,30.2,60.5,42.8,45.0
2012,1,15,16,48.2,28.4,45.7,48.2,48.4
2012,1,15,17,50.0,26.6,39.6,50.0,49.4
2012,1,15,18,53.6,24.8,32.1,53.6,51.4
2012,1,15,19,57.2,24.8,28.1,57.2,55.2
2012,1,15,20,59.0,24.8,26.3,59.0,55.3
2012,1,15,21,59.0,21.2,22.6,59.0,52.8
2012,1,15,22,60.8,21.2,21.2,60.8,51.4
2012,1,15,23,50.0,28.4,42.7,50.0,43.7
2012,1,16,0,42.8,28.4,56.2,42.8,38.8
2012,1,16,1,39.2,28.4,64.7,39.2,36.2
2012,1,16,2,35.6,28.4,74.6,35.6,33.7
2012,1,16,3,33.8,28.4,80.2,33.8,32.4
2012,1,16,4,32.0,28.4,84.6,32.0,31.2
2012,1,16,5,32.0,28.4,84.6,32.0,31.2
2012,1,16,6,28.4,26.6,91.9,28.4,28.1
2012,1,16,7,30.2,28.4,92.0,30.2,29.9
2012,1,16,8,32.0,28.4,84.6,32.0,31.2
2012,1,16,9,32.0,28.4,84.6,32.0,31.2
2012,1,16,10,33.8,30.2,86.4,33.8,33.0
2012,1,16,11,33.8,30.2,86.4,33.8,33.0
2012,1,16,12,33.8,32.0,93.0,33.8,33.5
2012,1,16,13,35.6,32.0,86.5,35.6,34.8
2012,1,16,14,39.2,35.6,86.7,39.2,39.0
2012,1,16,15,44.6,33.8,65.4,44.6,43.0
2012,1,16,16,50.0,35.6,57.2,50.0,47.7
2012,1,16,17,57.2,33.8,43.5,57.2,52.3
2012,1,16,18,60.8,32.0,33.2,60.8,53.3
2012,1,16,19,62.6,30.2,28.9,62.6,56.0
2012,1,16,20,64.4,28.4,25.2,64.4,54.2
2012,1,16,21,64.4,26.6,23.4,64.4,53.4
2012,1,16,22,64.4,28.4,25.2,64.4,53.1
2012,1,16,23,59.0,33.8,38.1,59.0,50.8
2012,1,17,0,55.4,33.8,43.5,55.4,48.5
2012,1,17,1,48.2,37.4,65.8,48.2,44.8
2012,1,17,2,42.8,33.8,70.1,42.8,40.2
2012,1,17,3,44.6,37.4,75.5,44.6,42.4
2012,1,17,4,44.6,37.4,75.5,44.6,42.4
2012,1,17,5,44.6,39.2,81.0,44.6,43.0
2012,1,17,6,42.8,39.2,86.9,42.8,41.8
2012,1,17,7,42.8,39.2,86.9,42.8,41.8
2012,1,17,8,39.2,37.4,93.1,39.2,38.8
2012,1,17,9,37.4,35.6,93.1,37.4,37.0
2012,1,17,10,37.4,35.6,93.1,37.4,37.0
2012,1,17,11,42.8,41.0,93.2,42.8,42.4
2012,1,17,12,46.4,44.6,93.3,46.4,46.0
2012,1,17,13,48.2,46.4,93.4,48.2,47.7
2012,1,17,14,50.0,46.4,87.2,50.0,50.6
2012,1,17,15,62.6,53.6,81.8,62.6,60.8
2012,1,17,16,64.4,55.4,76.9,64.4,64.2
2012,1,17,17,66.2,57.2,82.2,66.2,65.9
2012,1,17,18,62.6,59.0,87.8,62.6,64.2
2012,1,17,19,66.2,57.2,72.3,66.2,64.4
2012,1,17,20,68.0,57.2,67.8,68.0,65.3
2012,1,17,21,68.0,57.2,67.8,68.0,64.7
2012,1,17,22,68.0,59.0,77.2,68.0,64.0
2012,1,17,23,66.2,60.8,93.7,66.2,63.2
2012,1,18,0,62.6,60.8,93.7,62.6,62.0
2012,1,18,1,62.6,60.8,93.7,62.6,62.0
2012,1,18,2,62.6,60.8,93.7,62.6,62.0
2012,1,18,3,62.6,60.8,93.7,62.6,62.0
2012,1,18,4,62.6,60.8,93.7,62.6,62.0
2012,1,18,5,64.4,60.8,93.7,64.4,63.0
2012,1,18,6,64.4,60.8,93.7,64.4,63.0
2012,1,18,7,62.6,60.8,93.7,62.6,62.0
2012,1,18,8,55.4,53.6,93.6,55.4,54.8
2012,1,18,9,55.4,51.8,87.5,55.4,54.1
2012,1,18,10,51.8,46.4,81.5,51.8,50.0
2012,1,18,11,44.6,41.0,87.0,44.6,43.5
2012,1,18,12,41.0,37.4,86.8,41.0,40.0
2012,1,18,13,37.4,35.6,93.1,37.4,37.4
2012,1,18,14,41.0,37.4,86.8,41.0,41.8
2012,1,18,15,42.8,35.6,75.3,42.8,44.7
2012,1,18,16,44.6,37.4,75.5,44.6,47.6
2012,1,18,17,46.4,35.6,65.6,46.4,49.8
2012,1,18,18,51.8,35.6,53.4,51.8,52.6
2012,1,18,20,57.2,33.8,40.7,57.2,54.1
2012,1,18,21,57.2,32.0,37.9,57.2,52.1
2012,1,18,22,55.4,32.0,40.4,55.4,49.5
2012,1,18,23,46.4,30.2,52.7,46.4,41.7
2012,1,19,0,42.8,30.2,60.5,42.8,39.2
2012,1,19,1,37.4,32.0,80.5,37.4,36.0
2012,1,19,2,33.8,28.4,80.2,33.8,32.4
2012,1,19,3,35.6,32.0,86.5,35.6,34.8
2012,1,19,4,32.0,32.0,100.0,32.0,32.2
2012,1,19,5,32.0,30.2,92.0,32.0,31.6
2012,1,19,6,30.2,26.6,84.5,30.2,29.4
2012,1,19,7,28.4,28.4,100.0,28.4,28.6
2012,1,19,8,28.4,28.4,100.0,28.4,28.6
2012,1,19,9,28.4,28.4,100.0,28.4,28.6
2012,1,19,10,28.4,26.6,100.0,28.4,28.1
2012,1,19,11,28.4,26.6,91.9,28.4,28.1
2012,1,19,12,26.6,24.8,91.9,26.6,26.3
2012,1,19,13,26.6,24.8,91.9,26.6,27.0
2012,1,19,14,30.2,28.4,92.0,30.2,33.5
2012,1,19,15,39.2,32.0,75.0,39.2,43.2
2012,1,19,16,46.4,28.4,48.9,46.4,48.6
2012,1,19,17,51.8,26.6,37.0,51.8,52.5
2012,1,19,18,55.4,23.0,27.9,55.4,54.3
2012,1,19,19,59.0,23.0,24.4,59.0,56.1
2012,1,19,20,62.6,24.8,23.1,62.6,57.7
2012,1,19,21,62.6,24.8,23.1,62.6,55.0
2012,1,19,22,62.6,24.8,23.1,62.6,51.9
2012,1,19,23,57.2,26.6,30.3,57.2,47.9
2012,1,20,0,48.2,32.0,52.9,48.2,43.3
2012,1,20,1,44.6,32.0,60.8,44.6,40.9
2012,1,20,2,41.0,33.8,75.1,41.0,39.0
2012,1,20,3,39.2,33.8,80.6,39.2,37.7
2012,1,20,4,42.8,35.6,75.3,42.8,40.7
2012,1,20,5,42.8,37.4,80.9,42.8,41.2
2012,1,20,6,44.6,39.2,81.0,44.6,43.0
2012,1,20,7,46.4,37.4,70.4,46.4,43.6
2012,1,20,8,48.2,35.6,61.2,48.2,44.3
2012,1,20,9,46.4,39.2,75.6,46.4,44.1
2012,1,20,10,46.4,39.2,75.6,46.4,44.1
2012,1,20,11,46.4,41.0,81.2,46.4,44.7
2012,1,20,12,44.6,39.2,81.0,44.6,43.0
2012,1,20,13,46.4,41.0,81.2,46.4,44.9
2012,1,20,14,51.8,42.8,75.8,51.8,50.0
2012,1,20,15,57.2,46.4,71.1,57.2,55.4
2012,1,20,16,57.2,53.6,93.6,57.2,57.2
2012,1,20,17,57.2,55.4,100.0,57.2,59.0
2012,1,20,18,57.2,55.4,93.6,57.2,60.1
2012,1,20,19,59.0,59.0,100.0,59.0,62.1
2012,1,20,20,62.6,60.8,100.0,62.6,64.5
2012,1,20,21,64.4,60.8,93.7,64.4,64.4
2012,1,20,22,64.4,60.8,87.9,64.4,63.5
